"Name";"Idx";"Razdel";"Kod";"Nomdescr";"global_id";
"Наименование";"Индекс";"Код раздела";"Код";"Описание";"global_id";
"Кислота ундециловая";"C.20.14.33.171";"C";"20.14.33.171";"";"273518347";
"Соли ундециловой кислоты";"C.20.14.33.172";"C";"20.14.33.172";"";"273518349";
"Эфиры ундециловой кислоты сложные";"C.20.14.33.173";"C";"20.14.33.173";"";"273518351";
"Кислоты ациклические монокарбоновые ненасыщенные, их соли и производные этих соединений прочие";"C.20.14.33.190";"C";"20.14.33.190";"";"273518353";
"Кислоты ациклические монокарбоновые ненасыщенные прочие";"C.20.14.33.191";"C";"20.14.33.191";"";"273518355";
"Соли прочих ациклических монокарбоновых ненасыщенных кислот";"C.20.14.33.192";"C";"20.14.33.192";"";"273518358";
"Эфиры прочих ациклических монокарбоновых ненасыщенных кислот сложные";"C.20.14.33.193";"C";"20.14.33.193";"";"273518361";
"Кислоты циклановые (циклоалкановые), цикленовые (циклоалкеновые) или циклотерпеновые поликарбоновые, их ангидриды, галогенангидриды, пероксиды, пероксикислоты и их производные";"C.20.14.33.200";"C";"20.14.33.200";"";"273518364";
"Кислоты циклановые (циклоалкановые), цикленовые (циклоалкеновые) или циклотерпеновые поликарбоновые";"C.20.14.33.210";"C";"20.14.33.210";"";"273518365";
"Соли циклановых (циклоалкановых), цикленовых (циклоалкеновых) или циклотерпеновых поликарбоновых кислот";"C.20.14.33.220";"C";"20.14.33.220";"";"273518368";
"Эфиры циклановых (циклоалкановых), цикленовых (циклоалкеновых) или циклотерпеновых поликарбоновых кислот сложные";"C.20.14.33.230";"C";"20.14.33.230";"";"273518371";
"Кислоты ароматические монокарбоновые, их ангидриды, галогенангидриды, пероксиды, пероксикислоты и производные этих соединений";"C.20.14.33.300";"C";"20.14.33.300";"";"273518372";
"Кислота бензойная, ее соли и сложные эфиры";"C.20.14.33.310";"C";"20.14.33.310";"";"273518375";
"Кислота бензойная";"C.20.14.33.311";"C";"20.14.33.311";"";"273518377";
"Пероксид бензоила";"C.20.14.33.312";"C";"20.14.33.312";"";"273518379";
"Бензоилхлорид";"C.20.14.33.313";"C";"20.14.33.313";"";"273518382";
"Соли бензойной кислоты прочие";"C.20.14.33.314";"C";"20.14.33.314";"";"273518385";
"Эфиры бензойной кислоты сложные прочие";"C.20.14.33.315";"C";"20.14.33.315";"";"273518388";
"Кислота фенилуксусная, ее соли и сложные эфиры";"C.20.14.33.320";"C";"20.14.33.320";"";"273518390";
"Кислота фенилуксусная";"C.20.14.33.321";"C";"20.14.33.321";"";"273518391";
"Соли фенилуксусной кислоты";"C.20.14.33.322";"C";"20.14.33.322";"";"273518394";
"Эфиры фенилуксусной кислоты сложные";"C.20.14.33.323";"C";"20.14.33.323";"";"273518397";
"Кислоты ароматические монокарбоновые, их соли и производные этих соединений прочие";"C.20.14.33.390";"C";"20.14.33.390";"";"273518400";
"Кислоты ароматические, монокарбоновые прочие";"C.20.14.33.391";"C";"20.14.33.391";"";"273518404";
"Соли прочих ароматических монокарбоновых кислот";"C.20.14.33.392";"C";"20.14.33.392";"";"273518407";
"Эфиры прочих ароматических монокарбоновых кислот сложные";"C.20.14.33.393";"C";"20.14.33.393";"";"273518408";
"Кислоты поликарбоновые, их ангидриды, галогенангидриды, пероксиды и пероксикислоты; их галогенированные, сульфированные, нитрованные или нитрозированные производные";"C.20.14.33.400";"C";"20.14.33.400";"";"273518411";
"Кислота щавелевая, ее соли и сложные эфиры";"C.20.14.33.410";"C";"20.14.33.410";"";"273518413";
"Кислота щавелевая";"C.20.14.33.411";"C";"20.14.33.411";"";"273518415";
"Соли щавелевой кислоты";"C.20.14.33.412";"C";"20.14.33.412";"";"273518418";
"Эфиры щавелевой кислоты";"C.20.14.33.413";"C";"20.14.33.413";"";"273518420";
"Кислота адипиновая, ее соли и сложные эфиры";"C.20.14.33.420";"C";"20.14.33.420";"";"273518423";
"Кислота адипиновая";"C.20.14.33.421";"C";"20.14.33.421";"";"273518425";
"Соли адипиновой кислоты";"C.20.14.33.422";"C";"20.14.33.422";"";"273518428";
"Эфиры адипиновой кислоты сложные";"C.20.14.33.423";"C";"20.14.33.423";"";"273518430";
"Кислота азелаиновая, ее соли и сложные эфиры";"C.20.14.33.430";"C";"20.14.33.430";"";"273518432";
"Кислота азелаиновая";"C.20.14.33.431";"C";"20.14.33.431";"";"273518435";
"Соли азелаиновой кислоты";"C.20.14.33.432";"C";"20.14.33.432";"";"273518438";
"Эфиры азелаиновой кислоты сложные";"C.20.14.33.433";"C";"20.14.33.433";"";"273518441";
"Кислота себациновая, ее соли и сложные эфиры";"C.20.14.33.440";"C";"20.14.33.440";"";"273518443";
"Кислота себациновая";"C.20.14.33.441";"C";"20.14.33.441";"";"273518446";
"Соли себациновой кислоты";"C.20.14.33.442";"C";"20.14.33.442";"";"273518449";
"Эфиры себациновой кислоты сложные";"C.20.14.33.443";"C";"20.14.33.443";"";"273518451";
"Кислота малеиновая, ее соли и сложные эфиры";"C.20.14.33.450";"C";"20.14.33.450";"";"273518454";
"Кислота малеиновая";"C.20.14.33.451";"C";"20.14.33.451";"";"273518456";
"Ангидрид малеиновый";"C.20.14.33.452";"C";"20.14.33.452";"";"273518459";
"Эфиры малеиновой кислоты сложные";"C.20.14.33.453";"C";"20.14.33.453";"";"273518460";
"Кислота малоновая, ее соли и сложные эфиры";"C.20.14.33.460";"C";"20.14.33.460";"";"273518463";
"Кислота малоновая";"C.20.14.33.461";"C";"20.14.33.461";"";"273518466";
"Соли малоновой кислоты";"C.20.14.33.462";"C";"20.14.33.462";"";"273518468";
"Эфиры малоновой кислоты сложные";"C.20.14.33.463";"C";"20.14.33.463";"";"273518470";
"Кислота фумаровая, ее соли и эфиры сложные";"C.20.14.33.470";"C";"20.14.33.470";"";"273518473";
"Кислота фумаровая";"C.20.14.33.471";"C";"20.14.33.471";"";"273518476";
"Соли фумаровой кислоты";"C.20.14.33.472";"C";"20.14.33.472";"";"273518478";
"Эфиры фумаровой кислоты сложные";"C.20.14.33.473";"C";"20.14.33.473";"";"273518481";
"Кислота янтарная, ее соли и эфиры сложные";"C.20.14.33.480";"C";"20.14.33.480";"";"273518483";
"Кислота янтарная";"C.20.14.33.481";"C";"20.14.33.481";"";"273518486";
"Соли янтарной кислоты";"C.20.14.33.482";"C";"20.14.33.482";"";"273518488";
"Эфиры янтарной кислоты сложные";"C.20.14.33.483";"C";"20.14.33.483";"";"273518491";
"Кислоты ациклические поликарбоновые, их ангидриды, галогенангидриды, пероксиды, пероксикислоты и производные этих соединений прочие";"C.20.14.33.490";"C";"20.14.33.490";"";"273518493";
"Кислоты ациклические поликарбоновые прочие";"C.20.14.33.491";"C";"20.14.33.491";"";"273518496";
"Эфиры прочих ациклических поликарбоновых кислот сложные";"C.20.14.33.493";"C";"20.14.33.493";"";"273518498";
"Кислоты поликарбоновые ароматические и кислоты карбоновые с дополнительными кислородсодержащими функциональными группами, их производные, кроме кислоты салициловой и ее солей";"C.20.14.34";"C";"20.14.34";"";"273518501";
"Кислоты ароматические поликарбоновые, их ангидриды, галогенангидриды, пероксиды, пероксикислоты и их производные";"C.20.14.34.100";"C";"20.14.34.100";"";"273518502";
"Кислота фталевая, ее соли и сложные эфиры";"C.20.14.34.110";"C";"20.14.34.110";"";"273518505";
"Кислота фталевая";"C.20.14.34.111";"C";"20.14.34.111";"";"273518507";
"Ангидрид фталевый";"C.20.14.34.112";"C";"20.14.34.112";"";"273518510";
"Дибутилортофталаты";"C.20.14.34.113";"C";"20.14.34.113";"";"273518513";
"Диоктилортофталаты";"C.20.14.34.114";"C";"20.14.34.114";"";"273518517";
"Динонил или дидецилортофталаты";"C.20.14.34.115";"C";"20.14.34.115";"";"273518520";
"Диизооктил, диизононил и диизодецилортофталаты";"C.20.14.34.116";"C";"20.14.34.116";"";"273518522";
"Эфиры ортофталевой кислоты сложные прочие";"C.20.14.34.117";"C";"20.14.34.117";"";"273518524";
"Соли фталевой кислоты прочие";"C.20.14.34.119";"C";"20.14.34.119";"";"273518526";
"Кислота терефталевая и ее соли";"C.20.14.34.120";"C";"20.14.34.120";"";"273518528";
"Кислота терефталевая";"C.20.14.34.121";"C";"20.14.34.121";"";"273518531";
"Диметилтерефталат";"C.20.14.34.122";"C";"20.14.34.122";"";"273518533";
"Соли терефталевой кислоты прочие";"C.20.14.34.129";"C";"20.14.34.129";"";"273518534";
"Кислоты ароматические поликарбоновые, их ангидриды, галогенангидриды, пероксиды, пероксикислоты и их производные прочие";"C.20.14.34.190";"C";"20.14.34.190";"";"273518536";
"Кислоты карбоновые с дополнительными кислородсодержащими функциональными группами, их производные, кроме кислоты салициловой и ее солей";"C.20.14.34.200";"C";"20.14.34.200";"";"273518538";
"Кислота молочная, ее соли и сложные эфиры";"C.20.14.34.210";"C";"20.14.34.210";"";"273518540";
"Кислота молочная";"C.20.14.34.211";"C";"20.14.34.211";"";"273518543";
"Соли молочной кислоты";"C.20.14.34.212";"C";"20.14.34.212";"";"273518545";
"Эфиры молочной кислоты сложные";"C.20.14.34.213";"C";"20.14.34.213";"";"273518548";
"Кислота винная, ее соли и сложные эфиры";"C.20.14.34.220";"C";"20.14.34.220";"";"273518551";
"Кислота винная";"C.20.14.34.221";"C";"20.14.34.221";"";"273518552";
"Эфиры винной кислоты сложные";"C.20.14.34.223";"C";"20.14.34.223";"";"273518554";
"Кислота лимонная, ее соли и сложные эфиры";"C.20.14.34.230";"C";"20.14.34.230";"";"273518556";
"Кислота лимонная";"C.20.14.34.231";"C";"20.14.34.231";"";"273518557";
"Соли лимонной кислоты";"C.20.14.34.232";"C";"20.14.34.232";"";"273518559";
"Эфиры лимонной кислоты сложные";"C.20.14.34.233";"C";"20.14.34.233";"";"273518561";
"Кислота глюконовая, ее соли и сложные эфиры";"C.20.14.34.240";"C";"20.14.34.240";"";"273518563";
"Кислота глюконовая";"C.20.14.34.241";"C";"20.14.34.241";"";"273518564";
"Соли глюконовой кислоты";"C.20.14.34.242";"C";"20.14.34.242";"";"273518566";
"Эфиры глюконовой кислоты сложные";"C.20.14.34.243";"C";"20.14.34.243";"";"273518568";
"Кислота фенилгликолевая (миндальная кислота)";"C.20.14.34.251";"C";"20.14.34.251";"";"273518570";
"Соли фенилгликолевой (миндальной) кислоты";"C.20.14.34.252";"C";"20.14.34.252";"";"273518572";
"Эфиры фенилгликолевой (миндальной) кислоты сложные";"C.20.14.34.253";"C";"20.14.34.253";"";"273518573";
"Кислота яблочная, ее соли и сложные эфиры";"C.20.14.34.260";"C";"20.14.34.260";"";"273518575";
"Кислота яблочная";"C.20.14.34.261";"C";"20.14.34.261";"";"273518577";
"Соли яблочной кислоты";"C.20.14.34.262";"C";"20.14.34.262";"";"273518579";
"Эфиры яблочной кислоты сложные";"C.20.14.34.263";"C";"20.14.34.263";"";"273518580";
"Кислота холевая, кислота дезоксихолевая, их соли и эфиры сложные";"C.20.14.34.270";"C";"20.14.34.270";"";"273518582";
"Кислота холевая, кислота дезоксихолевая";"C.20.14.34.271";"C";"20.14.34.271";"";"273518584";
"Соли холевой, дезоксихолевой кислот";"C.20.14.34.272";"C";"20.14.34.272";"";"273518586";
"Эфиры холевой, дезоксихолевой кислот сложные";"C.20.14.34.273";"C";"20.14.34.273";"";"273518588";
"Кислота 4-гидроксибензойная, ее соли и сложные эфиры";"C.20.14.34.280";"C";"20.14.34.280";"";"273518589";
"Кислота 4-гидроксибензойная";"C.20.14.34.281";"C";"20.14.34.281";"";"273518591";
"Соли 4-гидроксибензойной кислоты";"C.20.14.34.282";"C";"20.14.34.282";"";"273518593";
"Эфиры 4-гидроксибензойной кислоты сложные";"C.20.14.34.283";"C";"20.14.34.283";"";"273518595";
"Кислота галловая, ее соли и сложные эфиры";"C.20.14.34.290";"C";"20.14.34.290";"";"273518597";
"Кислота галловая";"C.20.14.34.291";"C";"20.14.34.291";"";"273518599";
"Соли галловой кислоты";"C.20.14.34.292";"C";"20.14.34.292";"";"273518601";
"Эфиры галловой кислоты сложные";"C.20.14.34.293";"C";"20.14.34.293";"";"273518603";
"Кислоты карбоновые, содержащие альдегидную или кетонную группу, но не содержащие других кислородсодержащих функциональных групп, их ангидриды, галогенангидриды, пероксиды, пероксикислоты и их производные";"C.20.14.34.310";"C";"20.14.34.310";"";"273518604";
"Инвентарь для футбола и ручного мяча";"C.32.30.15.113";"C";"32.30.15.113";"";"273518606";
"Инвентарь для тенниса и бадминтона";"C.32.30.15.114";"C";"32.30.15.114";"";"273518609";
"Инвентарь для настольного тенниса";"C.32.30.15.115";"C";"32.30.15.115";"";"273518611";
"Инвентарь для игры в хоккей на траве";"C.32.30.15.116";"C";"32.30.15.116";"";"273518612";
"Инвентарь для игры в хоккей с шайбой и мячом";"C.32.30.15.117";"C";"32.30.15.117";"";"273518614";
"Инвентарь для городошного спорта";"C.32.30.15.118";"C";"32.30.15.118";"";"273518616";
"Инвентарь судейский, тренировочный и прочий для спортивных игр; приспособления для подготовки инвентаря для спортивных игр";"C.32.30.15.119";"C";"32.30.15.119";"";"273518618";
"Инвентарь для конного спорта";"C.32.30.15.120";"C";"32.30.15.120";"";"273518620";
"Инвентарь для стрельбы из лука";"C.32.30.15.130";"C";"32.30.15.130";"";"273518621";
"Инвентарь для фехтования";"C.32.30.15.140";"C";"32.30.15.140";"";"273518623";
"Инвентарь для пулевой и стендовой стрельбы, кроме оружия и боеприпасов";"C.32.30.15.150";"C";"32.30.15.150";"";"273518625";
"Инвентарь для игры в гольф";"C.32.30.15.160";"C";"32.30.15.160";"";"273518627";
"Инвентарь для поло и крикета, кроме мячей";"C.32.30.15.170";"C";"32.30.15.170";"";"273518628";
"Инвентарь для оборудования гребных дистанций и бассейнов при спортивном плавании";"C.32.30.15.180";"C";"32.30.15.180";"";"273518630";
"Изделия и принадлежности для альпинизма";"C.32.30.15.210";"C";"32.30.15.210";"";"273518632";
"Изделия и принадлежности для туризма";"C.32.30.15.220";"C";"32.30.15.220";"";"273518635";
"Инвентарь прочий для занятий спортом или для игр на открытом воздухе";"C.32.30.15.230";"C";"32.30.15.230";"";"273518637";
"Мячи спортивные";"C.32.30.15.231";"C";"32.30.15.231";"";"273518638";
"Перчатки спортивные кожаные";"C.32.30.15.232";"C";"32.30.15.232";"";"273518640";
"Уборы спортивные головные";"C.32.30.15.233";"C";"32.30.15.233";"";"273518642";
"Инвентарь прочий для занятий спортом или для игр на открытом воздухе, не включенный в другие группировки";"C.32.30.15.239";"C";"32.30.15.239";"";"273518644";
"Бассейны плавательные и бассейны для гребли";"C.32.30.15.240";"C";"32.30.15.240";"";"273518646";
"Изделия спортивные прочие, не включенные в другие группировки";"C.32.30.15.290";"C";"32.30.15.290";"";"273518647";
"Сани спортивные";"C.32.30.15.291";"C";"32.30.15.291";"";"273518649";
"Инвентарь, включая тренировочный, для зимних видов спорта прочий";"C.32.30.15.292";"C";"32.30.15.292";"";"273518651";
"Изделия спортивные, инвентарь, включая тренировочный, прочие, не включенные в другие группировки";"C.32.30.15.299";"C";"32.30.15.299";"";"273518653";
"Удочки рыболовные, прочие рыболовные снасти; инвентарь для спортивных охоты и рыболовства, не включенный в другие группировки";"C.32.30.16";"C";"32.30.16";"";"273518655";
"Удочки и удилища рыболовные";"C.32.30.16.110";"C";"32.30.16.110";"";"273518657";
"Предметы снаряжения рыболовных снастей и удилищ";"C.32.30.16.120";"C";"32.30.16.120";"";"273518658";
"Крючки рыболовные";"C.32.30.16.121";"C";"32.30.16.121";"";"273518660";
"Поплавки рыболовные";"C.32.30.16.122";"C";"32.30.16.122";"";"273518662";
"Грузы и глубомеры рыболовные";"C.32.30.16.123";"C";"32.30.16.123";"";"273518664";
"Катушки рыболовные";"C.32.30.16.124";"C";"32.30.16.124";"";"273518665";
"Лески рыболовные";"C.32.30.16.125";"C";"32.30.16.125";"";"273518667";
"Шнуры рыболовные";"C.32.30.16.126";"C";"32.30.16.126";"";"273518669";
"Предметы снаряжения рыболовных снастей прочие";"C.32.30.16.129";"C";"32.30.16.129";"";"273518671";
"Изделия сетевые";"C.32.30.16.130";"C";"32.30.16.130";"";"273518672";
"Подъемники рыболовные";"C.32.30.16.131";"C";"32.30.16.131";"";"273518674";
"Садки рыболовные";"C.32.30.16.132";"C";"32.30.16.132";"";"273518676";
"Сачки и подсачки рыболовные";"C.32.30.16.133";"C";"32.30.16.133";"";"273518678";
"Верши";"C.32.30.16.134";"C";"32.30.16.134";"";"273518680";
"Рачницы";"C.32.30.16.135";"C";"32.30.16.135";"";"273518682";
"Бредни";"C.32.30.16.136";"C";"32.30.16.136";"";"273518684";
"Изделия сетевые прочие";"C.32.30.16.139";"C";"32.30.16.139";"";"273518685";
"Приманки искусственные и предметы их оснащения";"C.32.30.16.140";"C";"32.30.16.140";"";"273518687";
"Блесны";"C.32.30.16.141";"C";"32.30.16.141";"";"273518689";
"Мормышки";"C.32.30.16.142";"C";"32.30.16.142";"";"273518690";
"Наборы искусственных приманок";"C.32.30.16.143";"C";"32.30.16.143";"";"273518692";
"Приманки искусственные прочие и предметы их оснащения";"C.32.30.16.149";"C";"32.30.16.149";"";"273518694";
"Принадлежности рыболовные вспомогательные, не включенные в другие группировки";"C.32.30.16.150";"C";"32.30.16.150";"";"273518696";
"Инвентарь для спортивной охоты, не включенный в другие группировки";"C.32.30.16.190";"C";"32.30.16.190";"";"273518698";
"Услуги по производству спортивных товаров отдельные, выполняемые субподрядчиком";"C.32.30.9";"C";"32.30.9";"";"273518700";
"Услуги по производству спортивных товаров отдельные, выполняемые субподрядчиком";"C.32.30.99";"C";"32.30.99";"";"273518701";
"Услуги по производству спортивных товаров отдельные, выполняемые субподрядчиком";"C.32.30.99.000";"C";"32.30.99.000";"";"273518703";
"Игры и игрушки";"C.32.4";"C";"32.4";"";"273518704";
"Игры и игрушки";"C.32.40";"C";"32.40";"";"273518706";
"Куклы, изображающие людей, игрушки, изображающие животных или другие существа, кроме людей; их части";"C.32.40.1";"C";"32.40.1";"";"273518708";
"Куклы, изображающие людей";"C.32.40.11";"C";"32.40.11";"";"273518710";
"Куклы и фигурки людей пластмассовые";"C.32.40.11.110";"C";"32.40.11.110";"";"273518711";
"Куклы пластмассовые без механизмов";"C.32.40.11.111";"C";"32.40.11.111";"";"273518713";
"Куклы пластмассовые механические (заводные, инерционные, пружинные, рычажные)";"C.32.40.11.112";"C";"32.40.11.112";"";"273518715";
"Куклы пластмассовые электромеханические (с микроэлектродвигателями)";"C.32.40.11.113";"C";"32.40.11.113";"";"273518717";
"Куклы пластмассовые гидравлические, пневматические, аэродинамические, действующие от магнитов";"C.32.40.11.114";"C";"32.40.11.114";"";"273518719";
"Фигурки людей пластмассовые без механизмов";"C.32.40.11.115";"C";"32.40.11.115";"";"273518721";
"Фигурки людей пластмассовые механические (заводные, инерционные, пружинные, рычажные)";"C.32.40.11.116";"C";"32.40.11.116";"";"273518723";
"Фигурки людей пластмассовые электромеханические (с микроэлектродвигателями)";"C.32.40.11.117";"C";"32.40.11.117";"";"273518725";
"Фигурки людей пластмассовые гидравлические, пневматические, аэродинамические, действующие от магнитов";"C.32.40.11.118";"C";"32.40.11.118";"";"273518727";
"Куклы и фигурки людей деревянные";"C.32.40.11.120";"C";"32.40.11.120";"";"273518728";
"Куклы деревянные без механизмов";"C.32.40.11.121";"C";"32.40.11.121";"";"273518731";
"Фигурки людей деревянные без механизмов";"C.32.40.11.122";"C";"32.40.11.122";"";"273518732";
"Фигурки людей деревянные механические (заводные, инерционные, пружинные, рычажные)";"C.32.40.11.123";"C";"32.40.11.123";"";"273518734";
"Куклы и фигурки людей из ткани, меха, ваты, кожи и ее заменителей, нетканых материалов (мягконабивные)";"C.32.40.11.130";"C";"32.40.11.130";"";"273518736";
"Куклы из ткани, меха, ваты, кожи и ее заменителей, нетканых материалов без механизмов";"C.32.40.11.131";"C";"32.40.11.131";"";"273518738";
"Фигурки людей из ткани, меха, ваты, кожи и ее заменителей, нетканых материалов без механизмов";"C.32.40.11.132";"C";"32.40.11.132";"";"273518740";
"Фигурки людей из ткани, меха, ваты, кожи и ее заменителей, нетканых материалов механические (заводные, инерционные, пружинные, рычажные)";"C.32.40.11.133";"C";"32.40.11.133";"";"273518742";
"Фигурки людей из ткани, меха, ваты, кожи и ее заменителей, нетканых материалов электромеханические (с микродвигателями)";"C.32.40.11.134";"C";"32.40.11.134";"";"273518744";
"Куклы и фигурки людей резиновые";"C.32.40.11.140";"C";"32.40.11.140";"";"273518746";
"Куклы резиновые формовые";"C.32.40.11.141";"C";"32.40.11.141";"";"273518748";
"Фигурки людей резиновые формовые";"C.32.40.11.142";"C";"32.40.11.142";"";"273518751";
"Фигурки людей резиновые надувные";"C.32.40.11.143";"C";"32.40.11.143";"";"273518752";
"Фигурки людей резиновые каркасные";"C.32.40.11.145";"C";"32.40.11.145";"";"273518754";
"Куклы и фигурки людей из бумаги и картона (полиграфические)";"C.32.40.11.150";"C";"32.40.11.150";"";"273518756";
"Куклы из бумаги и картона без механизмов";"C.32.40.11.151";"C";"32.40.11.151";"";"273518758";
"Куклы из бумаги и картона гидравлические, пневматические, аэродинамические, действующие от магнитов";"C.32.40.11.152";"C";"32.40.11.152";"";"273518760";
"Фигурки людей из бумаги и картона без механизмов";"C.32.40.11.153";"C";"32.40.11.153";"";"273518762";
"Куклы и фигурки людей из фарфора, фаянса, керамики, папье-маше, древесно-опилочных масс";"C.32.40.11.160";"C";"32.40.11.160";"";"273518764";
"Куклы из фарфора, фаянса, керамики";"C.32.40.11.161";"C";"32.40.11.161";"";"273518767";
"Куклы и из папье-маше, древесно-опилочных масс";"C.32.40.11.162";"C";"32.40.11.162";"";"273518768";
"Фигурки людей из фарфора, фаянса, керамики";"C.32.40.11.163";"C";"32.40.11.163";"";"273518770";
"Фигурки людей из папье-маше, древесно-опилочных масс";"C.32.40.11.164";"C";"32.40.11.164";"";"273518772";
"Фигурки людей стеклянные";"C.32.40.11.170";"C";"32.40.11.170";"";"273518774";
"Фигурки людей металлические";"C.32.40.11.180";"C";"32.40.11.180";"";"273518776";
"Фигурки людей металлические механические (заводные, инерционные, пружинные, рычажные)";"C.32.40.11.181";"C";"32.40.11.181";"";"273518777";
"Фигурки людей металлические электромеханические (с микроэлектродвигателями)";"C.32.40.11.182";"C";"32.40.11.182";"";"273518779";
"Куклы и фигурки людей из прочих материалов";"C.32.40.11.190";"C";"32.40.11.190";"";"273518781";
"Игрушки, изображающие животных или другие существа, кроме людей";"C.32.40.12";"C";"32.40.12";"";"273518783";
"Игрушки набивные, изображающие животных или другие существа, кроме людей";"C.32.40.12.110";"C";"32.40.12.110";"";"273518785";
"Фигурки, изображающие животных или другие существа, кроме людей, из ткани, меха, ваты, кожи и ее заменителей, нетканых материалов (мягконабивные) без механизмов";"C.32.40.12.111";"C";"32.40.12.111";"";"273518787";
"Фигурки, изображающие животных или другие существа, кроме людей, из ткани, меха, ваты, кожи и ее заменителей, нетканых материалов (мягконабивные) механические (заводные, инерционные, пружинные, рычажные)";"C.32.40.12.112";"C";"32.40.12.112";"";"273518788";
"Фигурки, изображающие животных или другие существа, кроме людей, из ткани, меха, ваты, кожи и ее заменителей, нетканых материалов (мягконабивные) электромеханические (с микродвигателями)";"C.32.40.12.113";"C";"32.40.12.113";"";"273518790";
"Игрушки пластмассовые, изображающие животных или другие существа, кроме людей";"C.32.40.12.120";"C";"32.40.12.120";"";"273518792";
"Фигурки пластмассовые, изображающие животных или другие существа, кроме людей, без механизмов";"C.32.40.12.121";"C";"32.40.12.121";"";"273518794";
"Фигурки пластмассовые, изображающие животных или другие существа, кроме людей, механические (заводные, инерционные, пружинные, рычажные)";"C.32.40.12.122";"C";"32.40.12.122";"";"273518796";
"Фигурки пластмассовые, изображающие животных или другие существа, кроме людей, электромеханические (с микроэлектродвигателями)";"C.32.40.12.123";"C";"32.40.12.123";"";"273518797";
"Фигурки пластмассовые, изображающие животных или другие существа, кроме людей, гидравлические, пневматические, аэродинамические, действующие от магнитов";"C.32.40.12.124";"C";"32.40.12.124";"";"273518799";
"Игрушки деревянные, изображающие животных или другие существа, кроме людей";"C.32.40.12.130";"C";"32.40.12.130";"";"273518801";
"Фигурки деревянные, изображающие животных или другие существа, кроме людей, без механизмов";"C.32.40.12.131";"C";"32.40.12.131";"";"273518802";
"Фигурки деревянные, изображающие животных или другие существа, кроме людей, механические (заводные, инерционные, пружинные, рычажные)";"C.32.40.12.132";"C";"32.40.12.132";"";"273518804";
"Игрушки резиновые, изображающие животных или другие существа, кроме людей";"C.32.40.12.140";"C";"32.40.12.140";"";"273518806";
"Фигурки резиновые формовые, изображающие животных или другие существа, кроме людей";"C.32.40.12.141";"C";"32.40.12.141";"";"273518808";
"Фигурки резиновые надувные, изображающие животных или другие существа, кроме людей";"C.32.40.12.142";"C";"32.40.12.142";"";"273518810";
"Фигурки резиновые каркасные, изображающие животных или другие существа, кроме людей";"C.32.40.12.143";"C";"32.40.12.143";"";"273518812";
"Игрушки, изображающие животных или другие существа, кроме людей, из бумаги и картона (полиграфические)";"C.32.40.12.150";"C";"32.40.12.150";"";"273518814";
"Игрушки, изображающие животных или другие существа, кроме людей, из фарфора, фаянса, керамики, папье-маше, древесно-опилочных масс";"C.32.40.12.160";"C";"32.40.12.160";"";"273518816";
"Фигурки, изображающие животных или другие существа, кроме людей, из фарфора, фаянса, керамики";"C.32.40.12.161";"C";"32.40.12.161";"";"273518818";
"Фигурки, изображающие животных или другие существа, кроме людей из папье-маше, древесно-опилочных масс";"C.32.40.12.162";"C";"32.40.12.162";"";"273518820";
"Игрушки металлические, изображающие животных или другие существа";"C.32.40.12.170";"C";"32.40.12.170";"";"273518822";
"Игрушки металлические, изображающие животных или другие существа, механические (заводные, инерционные, пружинные, рычажные)";"C.32.40.12.171";"C";"32.40.12.171";"";"273518824";
"Игрушки металлические, изображающие животных или другие существа, электромеханические (с микроэлектродвигателями)";"C.32.40.12.172";"C";"32.40.12.172";"";"273518826";
"Игрушки стеклянные, изображающие животных или другие существа, кроме людей";"C.32.40.12.180";"C";"32.40.12.180";"";"273518828";
"Игрушки, изображающие животных или другие существа, кроме людей, из прочих материалов";"C.32.40.12.190";"C";"32.40.12.190";"";"273518830";
"Части и аксессуары для кукол, изображающих людей";"C.32.40.13";"C";"32.40.13";"";"273518831";
"Части и принадлежности для кукол, изображающих людей";"C.32.40.13.110";"C";"32.40.13.110";"";"273518834";
"Одежда и ее принадлежности, обувь и головные уборы для кукол, изображающих людей";"C.32.40.13.111";"C";"32.40.13.111";"";"273518835";
"Аксессуары для кукол, изображающих людей, прочие";"C.32.40.13.119";"C";"32.40.13.119";"";"273518838";
"Поезда игрушечные и их принадлежности; прочие модели в уменьшенном размере или детские конструкторы и строительные наборы";"C.32.40.2";"C";"32.40.2";"";"273518839";
"Поезда игрушечные и их принадлежности; прочие модели в уменьшенном размере или детские конструкторы и строительные наборы";"C.32.40.20";"C";"32.40.20";"";"273518841";
"Модели электрических поездов и их принадлежности";"C.32.40.20.110";"C";"32.40.20.110";"";"273518843";
"Модели электрических поездов и их принадлежности в уменьшенном размере (в масштабе)";"C.32.40.20.111";"C";"32.40.20.111";"";"273518844";
"Модели электрических поездов в уменьшенном размере и их принадлежности прочие";"C.32.40.20.112";"C";"32.40.20.112";"";"273518846";
"Наборы отдельных элементов для последующей сборки моделей в уменьшенном размере (в масштабе); модели в уменьшенном размере (в масштабе), кроме моделей электропоездов";"C.32.40.20.120";"C";"32.40.20.120";"";"273518848";
"Наборы пластмассовые";"C.32.40.20.121";"C";"32.40.20.121";"";"273518850";
"Наборы из прочих материалов";"C.32.40.20.122";"C";"32.40.20.122";"";"273518852";
"Модели в масштабе и прочие модели в уменьшенном размере, кроме моделей электропоездов";"C.32.40.20.123";"C";"32.40.20.123";"";"273518854";
