"Name";"Idx";"Razdel";"Kod";"Nomdescr";"global_id";
"Наименование";"Индекс";"Код раздела";"Код";"Описание";"global_id";
"Услуги связи для целей кабельного вещания, базовый пакет каналов";"J.61.10.51";"J";"61.10.51";"Эта группировка включает: - предоставление доступа к сети оператора связи; - трансляцию теле- и (или) радиоканалов, входящих в базовый пакет каналов, по кабельной сети связи; - предоставление абонентской линии в постоянное пользование";"273500416";
"Услуги связи для целей кабельного вещания, базовый пакет каналов";"J.61.10.51.000";"J";"61.10.51.000";"";"273500417";
"Услуги связи для целей кабельного вещания, пакет по выбору";"J.61.10.52";"J";"61.10.52";"Эта группировка включает: - предоставление доступа к сети оператора связи; - трансляцию теле- и (или) радиоканалов, входящих в пакет каналов, составленный по усмотрению абонента и (или) оператора связи, по кабельной сети связи; - предоставление абонентской линии в постоянное пользование";"273500419";
"Услуги связи для целей кабельного вещания, пакет по выбору";"J.61.10.52.000";"J";"61.10.52.000";"";"273500420";
"Услуги связи для целей кабельного вещания, оплата за просмотр";"J.61.10.53";"J";"61.10.53";"Эта группировка включает: - предоставление подписчикам возможности просмотра определенной программы (фильм или новости) через проводную инфраструктуру из своего дома за отдельную плату, помимо ежемесячной оплаты базовых пакетов каналов или пакетов каналов по выбору";"273500422";
"Услуги связи для целей кабельного вещания, оплата за просмотр";"J.61.10.53.000";"J";"61.10.53.000";"";"273500424";
"Услуги телекоммуникационные беспроводные";"J.61.2";"J";"61.2";"";"273500425";
"Услуги телекоммуникационные беспроводные";"J.61.20";"J";"61.20";"";"273500427";
"Услуги подвижной связи";"J.61.20.1";"J";"61.20.1";"";"273500429";
"Услуги подвижной связи общего пользования - обеспечение доступа и поддержка пользователя";"J.61.20.11";"J";"61.20.11";"Эта группировка включает: - услуги доступа к сети радиотелефонной и радиосвязи оператора; - предоставление телефонных соединений с абонентами (и/или) пользователями сети связи общего пользования; - предоставление услуг по передаче коротких текстовых сообщений (SMS) и мультимедийных сообщений (ММС) Эта группировка не включает: - дополнительные услуги сетей подвижной радиотелефонной и радиосвязи, см. 61.20.12; - услуги подвижной радиосвязи в выделенной сети связи, см. 61.20.13; - услуги по пропуску трафика в сетях связи, см. 61.20.20; - услуги по передаче данных в сетях подвижной связи, см. 61.20.30; - соединение с интернет-услугами, совместимыми с мобильными устройствами, см. 61.20.4";"273500430";
"Услуги подвижной связи общего пользования - обеспечение доступа и поддержка пользователя";"J.61.20.11.000";"J";"61.20.11.000";"";"273500432";
"Услуги подвижной связи дополнительные";"J.61.20.12";"J";"61.20.12";"Эта группировка включает: - предоставление дополнительных услуг подвижных сетей связи за отдельную плату помимо платы за доступ Услуга осуществляется специализированным программным обеспечением и приложениями базы данных. Сюда включены следующие функции: ожидание вызова, переадресация, автоматическое определение номера, конференц-связь, обратный вызов, ограничения вызовов, голосовая почта, голосовое меню и т. п.";"273500433";
"Услуги подвижной связи дополнительные";"J.61.20.12.000";"J";"61.20.12.000";"";"273500434";
"Услуги подвижной связи в выделенных радиосетях";"J.61.20.13";"J";"61.20.13";"Эта группировка включает: - предоставление беспроводных телекоммуникационных линий между конкретными пунктами для исключительного пользования клиентом Эта группировка не включает: - услуги по пропуску трафика в сетях связи, использующих беспроводные технологии, см. 61.20.20";"273500436";
"Услуги подвижной связи в выделенных радиосетях";"J.61.20.13.000";"J";"61.20.13.000";"";"273500438";
"Услуги операторов связи в сфере беспроводных телекоммуникаций";"J.61.20.2";"J";"61.20.2";"";"273500440";
"Услуги операторов связи в сфере беспроводных телекоммуникаций";"J.61.20.20";"J";"61.20.20";"Эта группировка включает: - предоставление телекоммуникационной компанией беспроводных средств связи для приема, прекращения или передачи телефонных звонков другому провайдеру телекоммуникационных услуг; - услуги по начислению платы за межсистемную связь, обработку или прекращение внутренних или международных телефонных звонков; - услуги по начислению поставщикам услуг дальней связи платы за телефонные звонки с платного таксофона или по линии других провайдеров местной связи; - услуги по начислению платы за совместное использование оборудования, такого как оборудование линий электропередачи; - услуги по начислению платы за исключительное пользование линией Эта группировка не включает: - перевод трафика беспроводного обмена информации по информационно-коммуникационной сети Интернет от одного провайдера услуг информационно-коммуникационной сети Интернет другому, см. 61.20.4";"273500441";
"Услуги операторов связи в сфере беспроводных телекоммуникаций";"J.61.20.20.000";"J";"61.20.20.000";"";"273500442";
"Услуги по передаче данных по беспроводным телекоммуникационным сетям";"J.61.20.3";"J";"61.20.3";"";"273500443";
"Услуги по передаче данных по беспроводным телекоммуникационным сетям";"J.61.20.30";"J";"61.20.30";"Эта группировка включает: - предоставление доступа к беспроводным средствам и услугам, специально предназначенным для эффективной передачи данных на основе системы оплаты по мере пользования. Также может включать обеспечение удаленного доступа или прочего вида доступа к информационно-коммуникационной сети Интернет и расширенный пакет услуг, таких как международный роуминг и дополнительные ящики для электронной почты, которые обычно оказываются пользователям за дополнительную плату Эта группировка не включает: - предоставление беспроводных телекоммуникационных линий между конкретными пунктами для исключительного пользования клиентом, см. 61.20.13";"273500445";
"Услуги подвижной связи для целей передачи голоса";"J.61.20.30.110";"J";"61.20.30.110";"";"273500446";
"Услуги по передаче данных по беспроводным телекоммуникационным сетям";"J.61.20.30.120";"J";"61.20.30.120";"";"273500447";
"Услуги телекоммуникационные беспроводные в информационно-коммуникационной сети Интернет";"J.61.20.4";"J";"61.20.4";"";"273500450";
"Услуги по узкополосному доступу к информационно-коммуникационной сети Интернет по беспроводным сетям";"J.61.20.41";"J";"61.20.41";"Эта группировка включает: - обеспечение прямого беспроводного подключения к информационно-коммуникационной сети Интернет на скорости до 256 Кбит/с Поставщик услуг информационно-коммуникационной Интернет может также одновременно с предоставлением доступа к информационно-коммуникационной сети Интернет оказывать бесплатные услуги, такие как электронная почта, предоставление места для weЬ-страницы пользователя, средства для разработки простой weЬ-страницы, чат и техническая поддержка";"273500451";
"Услуги по узкополосному доступу к информационно-коммуникационной сети Интернет по беспроводным сетям";"J.61.20.41.000";"J";"61.20.41.000";"";"273500453";
"Услуги по широкополосному доступу к информационно-коммуникационной сети Интернет по беспроводным сетям";"J.61.20.42";"J";"61.20.42";"Эта группировка включает: - обеспечение прямого беспроводного подключения к информационно-коммуникационной сети Интернет на скорости 256 Кбит/с и больше Поставщик услуг информационно-коммуникационной сети Интернет может также одновременно с предоставлением доступа к информационно-коммуникационной сети Интернет оказывать бесплатные услуги, такие как электронная почта, предоставление места для weЬ-страницы пользователя, средства для разработки простой weЬ-страницы, чат и техническая поддержка, также может включать обеспечение удаленного доступа или прочего вида доступа к информационно-коммуникационной сети Интернет и расширенный пакет услуг, таких как международный роуминг и дополнительные ящики для электронной почты, которые обычно оказываются пользователям за дополнительную плату";"273500454";
"Услуги по широкополосному доступу к информационно-коммуникационной сети Интернет по беспроводным сетям";"J.61.20.42.000";"J";"61.20.42.000";"";"273500455";
"Услуги телекоммуникационные беспроводные прочие в информационно-коммуникационной сети Интернет";"J.61.20.49";"J";"61.20.49";"Эта группировка включает: - предоставление беспроводных телекоммуникационных услуг через информационно-коммуникационную сеть Интернет, помимо доступа к информационно-коммуникационной сети Интернет; - услуги, такие как связь по факсимильному аппарату, телефону, конференц-связь по телефону и видеоканалу через информационно-коммуникационную сеть Интернет";"273500457";
"Услуги телекоммуникационные беспроводные прочие в информационно-коммуникационной сети Интернет";"J.61.20.49.000";"J";"61.20.49.000";"";"273500458";
"Услуги связи для целей эфирного вещания";"J.61.20.5";"J";"61.20.5";"";"273500460";
"Услуги связи для целей эфирного вещания";"J.61.20.50";"J";"61.20.50";"Эта группировка не включает: - услуги по эфирной спутниковой трансляции телеканалов и (или) радиоканалов, см. 61.30.2";"273500461";
"Услуги связи для целей эфирного вещания";"J.61.20.50.110";"J";"61.20.50.110";"";"273500462";
"Услуги связи для цифрового телерадиовещания в области беспроводной связи";"J.61.20.50.120";"J";"61.20.50.120";"";"273500464";
"Услуги спутниковой связи";"J.61.3";"J";"61.3";"";"273500466";
"Услуги спутниковой связи";"J.61.30";"J";"61.30";"";"273500467";
"Услуги спутниковой связи, кроме услуг для целей телевизионного и радиовещания";"J.61.30.1";"J";"61.30.1";"";"273500469";
"Услуги спутниковой связи, кроме услуг для целей телевизионного и радиовещания";"J.61.30.10";"J";"61.30.10";"Эта группировка включает: - управление, обеспечение или предоставление доступа к средствам передачи голосовых сообщений, данных, текстовых сообщений, аудио- и видеосообщений с использованием инфраструктуры спутниковой связи; - предоставление доступа к информационно-коммуникационной сети Интернет оператором инфраструктуры спутниковой связи";"273500471";
"Услуги спутниковой связи, кроме услуг для целей телеи радиовещания";"J.61.30.10.000";"J";"61.30.10.000";"";"273500472";
"Услуги спутниковой связи для целей теле- и радиовещания";"J.61.30.2";"J";"61.30.2";"";"273500474";
"Услуги спутниковой связи для целей теле- и радиовещания";"J.61.30.20";"J";"61.30.20";"Эта группировка включает: - услуги по предоставлению подписчикам доступа к основному ассортименту программ с использованием инфраструктуры спутниковой связи, обычно за месячную плату Данный пакет содержит минимальное количество каналов, доступных подписчикам и определенных отдельным оператором спутниковой связи, и он должен быть приобретен для получения любого пакета программ более высокого уровня. Сюда включены платежи за начальное подключение или за повторное подключение, услуги по предоставлению подписчику программ с использованием спутниковой связи в дополнение к программам, включенным в основной пакет, за отдельную плату, помимо основной месячной платы. Данные программы могут предоставляться в пакетах, определяемых оператором кабельных сетей, спутниковой связи или систем многоканального распределения, в пакетах, определяемых подписчиком или в форме готовых программных блоков Эта группировка также включает: - предоставление подписчикам возможности смотреть определенную программу (кинофильм или трансляцию мероприятия) дома по спутниковой связи за отдельную плату, помимо месячной платы за основной пакет программ или пакет программ, составленный по усмотрению";"273500476";
"Услуги спутниковой связи для целей телевизионного и радиовещания";"J.61.30.20.000";"J";"61.30.20.000";"";"273500477";
"Услуги телекоммуникационные прочие";"J.61.9";"J";"61.9";"";"273500479";
"Услуги телекоммуникационные прочие";"J.61.90";"J";"61.90";"";"273500480";
"Услуги телекоммуникационные прочие";"J.61.90.1";"J";"61.90.1";"";"273500482";
"Услуги телекоммуникационные прочие";"J.61.90.10";"J";"61.90.10";"Эта группировка включает: - предоставление специализированных телекоммуникационных приложений, таких как спутниковый трекинг, коммуникационная телеметрия и эксплуатация радиолокационных станций; - управление спутниковыми терминалами и сопутствующим оборудованием, связанным операционным образом с одной или более наземными коммуникационными системами и способным передавать и получать данные от спутниковых систем; - предоставление доступа к информационно-коммуникационной сети Интернет через сети, установленные между клиентом и провайдером услуг информационно-коммуникационной сети Интернет, не принадлежащие провайдеру услуг информационно-коммуникационной сети Интернет или не находящиеся под его контролем, такие как доступ к информационно-коммуникационной сети Интернет по телефонной линии и т. д.; - предоставление телефонной связи и доступа к информационно-коммуникационной сети Интернет в общественных зданиях; - предоставление телекоммуникационных услуг посредством существующих телекоммуникационных соединений: VoIР-передача голоса по протоколу IР; - предоставление возможности пользоваться пропускной способностью сети, не предоставляя дополнительных услуг; - предоставление телекоммуникационных услуг, не включенных в другие группировки, таких как услуги телеграфа, телекса и конференц-связи по телефонному каналу";"273500483";
"Услуги по предоставлению специализированных телекоммуникационных приложений, таких как спутниковый трекинг, коммуникационная телеметрия и эксплуатация радиолокационных станций";"J.61.90.10.110";"J";"61.90.10.110";"";"273500485";
"Услуги по управлению спутниковыми терминалами и сопутствующим оборудованием, связанным операционным образом с одной или более наземными коммуникационными системами и способным передавать и получать данные от спутниковых систем";"J.61.90.10.120";"J";"61.90.10.120";"";"273500486";
"Услуги по предоставление доступа к информационно-коммуникационной сети Интернет через сети, установленные между клиентом и провайдером услуг информационно-коммуникационной сети Интернет, не принадлежащие провайдеру услуг информационно-коммуникационной сети Интернет или не находящиеся под его контролем, такие как доступ к информационно-коммуникационной сети Интернет по телефонной линии и т. д.";"J.61.90.10.130";"J";"61.90.10.130";"";"273500488";
"Услуги по предоставлению телефонной связи и доступа к информационно-коммуникационной сети Интернет в общественных зданиях";"J.61.90.10.140";"J";"61.90.10.140";"";"273500490";
"Услуги телекоммуникационные посредством существующих телекоммуникационных соединений";"J.61.90.10.150";"J";"61.90.10.150";"";"273500491";
"Услуги связи по предоставлению каналов связи";"J.61.90.10.160";"J";"61.90.10.160";"";"273500492";
"Услуги телекоммуникационные прочие, не включенные в другие группировки";"J.61.90.10.190";"J";"61.90.10.190";"";"273500494";
"Услуги телеграфной связи";"J.61.90.10.191";"J";"61.90.10.191";"";"273500495";
"Услуги факсимильной связи";"J.61.90.10.192";"J";"61.90.10.192";"";"273500497";
"Услуги конференц-связи по телефонному каналу";"J.61.90.10.193";"J";"61.90.10.193";"";"273500499";
"Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"J.62";"J";"62";"";"273500500";
"Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"J.62.0";"J";"62.0";"";"273500502";
"Продукты программные и услуги по разработке и тестированию программного обеспечения";"J.62.01";"J";"62.01";"";"273500504";
"Услуги по проектированию, разработке информационных технологий для прикладных задач и тестированию программного обеспечения";"J.62.01.1";"J";"62.01.1";"";"273500506";
"Услуги по проектированию, разработке информационных технологий для прикладных задач и тестированию программного обеспечения";"J.62.01.11";"J";"62.01.11";"Эта группировка включает: - услуги по разработке структуры и/или написанию системы команд, включая обновления и исправления, необходимые для создания и/или реализации приложения, такие как: разработка структуры и содержания weЬ-сайтов и/или написание системы команд, необходимых для создания и внедрения weЬ-сайтов, разработка структуры и содержания баз данных и/или написание системы команд, необходимых для создания и внедрения баз данных (хранилищ данных); - разработка структуры и написание системы команд, необходимых для проектирования и разработки прикладных программ, кроме программирования для разработки weЬ-сайтов, баз данных или интеграции пакетов программного обеспечения; - индивидуализация и интеграция, настройка (модификация, конфигурация и т. п.) и внедрение существующего приложения таким образом, чтобы оно функционировало бы в рамках информационной системы клиента; - тестирование программного обеспечения Эта группировка не включает: - услуги, осуществляемые по договору, согласно которому проектирование и разработка weЬ-сайта связаны с его размещением, см. 63.11.13; - услуги, осуществляемые по договору, согласно которому проектирование и разработка приложения связаны с его размещением и управлением на постоянной основе, см. 63.11.19; - услуги, осуществляемые по договору, согласно которому проектирование и разработка базы данных связаны с постоянным управлением хранимыми данными, см. 63.11.19";"273500508";
"Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения";"J.62.01.11.000";"J";"62.01.11.000";"";"273500509";
"Услуги по проектированию и разработке информационных технологий для сетей и систем";"J.62.01.12";"J";"62.01.12";"Эта группировка включает: - проектирование, разработку и внедрение сетей клиента, таких как внутрикорпоративные сети, экстрасети и виртуальные частные сети; - услуги по проектированию и разработке средств безопасности сети, т. е. проектированию, разработке и внедрению программного обеспечения, аппаратного оборудования и процедур для контроля доступа к данным и программам и для предоставления возможности для безопасного обмена информацией по сети Эта группировка не включает: - услуги, осуществляемые по договору, согласно которому данная услуга связана с оперативным управлением сети клиента, см. 62.03.12";"273500511";
"Услуги по проектированию и разработке информационных технологий для сетей и систем";"J.62.01.12.000";"J";"62.01.12.000";"";"273500512";
"Оригиналы программного обеспечения";"J.62.01.2";"J";"62.01.2";"Эта группировка включает: - интеллектуальную собственность, охраняемую авторским правом, произведенную без контракта на продажу с безотлагательным расчетом наличными (т. е. со всеми сопутствующими имущественными правами); - интеллектуальную собственность, предназначенную для продажи и косвенно или открыто охраняемую авторским правом (например, компьютерное программное обеспечение) Эта группировка не включает: - программное обеспечение, произведенное по договору для третьих сторон, см. 62.01.11; - услуги по оптовой и розничной торговле программным обеспечением, см. 46.14.11, 46.51.10, 47.41";"273500514";
"Оригиналы программного обеспечения компьютерных игр";"J.62.01.21";"J";"62.01.21";"";"273500516";
"Оригиналы программного обеспечения компьютерных игр";"J.62.01.21.000";"J";"62.01.21.000";"";"273500518";
"Оригиналы программного обеспечения прочие";"J.62.01.29";"J";"62.01.29";"";"273500520";
"Оригиналы программного обеспечения прочие";"J.62.01.29.000";"J";"62.01.29.000";"";"273500521";
"Услуги консультативные, связанные с компьютерной техникой";"J.62.02";"J";"62.02";"Эта группировка не включает: - услуги, осуществляемые по договору, согласно которому консультативные услуги связаны с проектированием и разработкой решения в области информационных технологий (weЬ-сайта, базы данных, конкретного приложения, сети и т. д.), см. услуги по проектированию и разработке соответствующей информационной технологии в группировке 62.01.1; - консультирование по вопросам, связанным со стратегией бизнеса, например консультирование по разработке стратегии электронной торговли, см. 70.22.11";"273500523";
"Услуги консультативные по компьютерному оборудованию";"J.62.02.1";"J";"62.02.1";"";"273500525";
"Услуги консультативные по компьютерному оборудованию";"J.62.02.10";"J";"62.02.10";"Эта группировка включает: - предоставление консультативных услуг или экспертного заключения по вопросам информационных технологий, связанным с компьютерным оборудованием, например консультативных услуг по таким вопросам, как требования к аппаратному оборудованию и закупки такого оборудования; - предоставление экспертного заключения по вопросам, связанным с компьютерным оборудованием; - комплексные услуги по оценке потребностей организации в компьютерах, консультированию по вопросу закупок компьютерного оборудования и программного обеспечения, разработке спецификаций системы и внедрению новой системы; - услуги по интегрированию компьютерных систем, т. е. анализ действующей компьютерной системы клиента, настоящих и будущих требований к вычислительным ресурсам, приобретение нового оборудования и программного обеспечения и интегрирование компонентов новой и старой систем для создания новой интегрированной системы";"273500527";
"Услуги консультативные по компьютерному оборудованию";"J.62.02.10.000";"J";"62.02.10.000";"";"273500529";
"Услуги консультативные по вопросам систем и программному обеспечению";"J.62.02.2";"J";"62.02.2";"";"273500531";
"Услуги консультативные по вопросам систем и программному обеспечению";"J.62.02.20";"J";"62.02.20";"Эта группировка включает: - предоставление консультативных услуг или экспертного заключения по вопросам информационных технологий, связанных с системами информационных технологий и программным обеспечением, таких как: консультации по таким вопросам, как требования к программному обеспечению и его закупки, консультации по вопросам безопасности систем";"273500533";
"Услуги по планированию и проектированию компьютерных систем";"J.62.02.20.110";"J";"62.02.20.110";"";"273500535";
"Услуги по обследованию и экспертизе компьютерных систем";"J.62.02.20.120";"J";"62.02.20.120";"";"273500536";
"Услуги по обучению пользователей";"J.62.02.20.130";"J";"62.02.20.130";"";"273500538";
"Услуги по подготовке компьютерных систем к эксплуатации";"J.62.02.20.140";"J";"62.02.20.140";"";"273500539";
"Услуги консультативные в области компьютерных технологий прочие";"J.62.02.20.190";"J";"62.02.20.190";"";"273500541";
"Услуги по технической поддержке информационных технологий";"J.62.02.3";"J";"62.02.3";"";"273500542";
"Услуги по технической поддержке информационных технологий";"J.62.02.30";"J";"62.02.30";"Эта группировка включает: - предоставление технической поддержки при использовании программного обеспечения или выявлении и устранении его неисправностей; - услуги по обновлению; - предоставление технической поддержки при использовании аппаратного оборудования или выявлении и устранении его неисправностей, включая тестирование и чистку в рабочем порядке и ремонт оборудования информационных технологий; - техническую помощь при перемещении компьютерной системы клиента на новое место; - предоставление технической поддержки при использовании аппаратного оборудования в сочетании с программным обеспечением или выявлении и устранении его неисправностей; - предоставление технической помощи для решения специализированных проблем клиента, связанных с использованием компьютерной системы, такой как услуги по проверке или оценке работы вычислительных машин без консультаций или прочих последующих действий, включая проверку, оценку и составление документации для сервера, сети или процесса в отношении компонентов, характеристик, качества функционирования или безопасности Данная категория включает услуги по управлению и контролю инфраструктуры информационных технологий клиента, включая аппаратное оборудование, программное обеспечение и сети Эта группировка не включает: - услуги по восстановлению программного обеспечения в случае аварии, см. 62.09.20";"273500544";
"Услуги по технической поддержке информационных технологий";"J.62.02.30.000";"J";"62.02.30.000";"";"273500545";
"Услуги по управлению компьютерным оборудованием";"J.62.03";"J";"62.03";"";"273500547";
"Услуги по управлению компьютерным оборудованием";"J.62.03.1";"J";"62.03.1";"Эта группировка включает: - услуги по управлению и контролю инфраструктуры информационных технологий клиента, включая аппаратное оборудование, программное обеспечение и сети";"273500548";
"Услуги по управлению сетями";"J.62.03.11";"J";"62.03.11";"Эта группировка включает: - услуги по управлению и контролю коммуникационных сетей и взаимосвязанного аппаратного оборудования для диагностики проблем сети и сбора статистических данных о емкости сети и использованию для управления сетевым потоком и его точной настройки Данные услуги также включают удаленное управление системами безопасности или предоставление услуг, связанных с безопасностью";"273500550";
"Услуги по управлению сетями";"J.62.03.11.000";"J";"62.03.11.000";"";"273500552";
"Услуги по управлению компьютерными системами";"J.62.03.12";"J";"62.03.12";"Эта группировка включает: - предоставление услуг по оперативному управлению и эксплуатации компьютерной системы клиента";"273500553";
"Услуги по управлению компьютерными системами непосредственно";"J.62.03.12.110";"J";"62.03.12.110";"";"273500555";
"Услуги по управлению компьютерными системами дистанционно";"J.62.03.12.120";"J";"62.03.12.120";"";"273500557";
"Услуги по сопровождению компьютерных систем";"J.62.03.12.130";"J";"62.03.12.130";"";"273500558";
"Услуги по управлению компьютерными системами прочие, не включенные в другие группировки";"J.62.03.12.190";"J";"62.03.12.190";"";"273500559";
"Услуги в области информационных технологий прочие и компьютерные услуги";"J.62.09";"J";"62.09";"";"273500561";
"Услуги по установке компьютеров и периферийного оборудования";"J.62.09.1";"J";"62.09.1";"";"273500562";
"Услуги по установке компьютеров и периферийного оборудования";"J.62.09.10";"J";"62.09.10";"Эта группировка не включает: - услуги по установке универсальных электронных вычислительных машин, см. 33.20.39";"273500564";
"Услуги по установке компьютеров и периферийного оборудования";"J.62.09.10.000";"J";"62.09.10.000";"";"273500565";
"Услуги в области информационных технологий и компьютерные услуги прочие, не включенные в другие группировки";"J.62.09.2";"J";"62.09.2";"";"273500567";
"Услуги в области информационных технологий и компьютерные услуги прочие, не включенные в другие группировки";"J.62.09.20";"J";"62.09.20";"Эта группировка включает: - услуги по восстановлению данных, т. е. восстановление данных клиента с поврежденного или нестабильного накопителя на жестких дисках или прочего носителя памяти, или предоставление резервного компьютерного оборудования и дубликата программного обеспечения в отдельном месте с целью предоставления клиенту возможности переместить постоянный персонал для возобновления и поддержки повседневных компьютеризованных работ в случае чрезвычайного происшествия, такого как пожар или наводнение; - услуги по установке программного обеспечения; - прочие услуги по технической поддержке в области информационных технологий, не включенные в другие группировки Эта группировка не включает: - услуги в области компьютерного программирования, см. 62.01.1; - консультативные услуги в области информационных технологий, см. 62.02; - услуги по обработке данных и размещению, см. 63.11.1";"273500568";
